model,native_language,mean,sem,count,dataset,stage,release_date
OWSM 3.1 1B,English,0.13796033153682433,0.006373290000266309,181,SAA,degradation,2024-01
OWSM 3.1 1B,French,0.1583053221288515,0.015371661624825285,45,SAA,degradation,2024-01
OWSM 3.1 1B,German,0.13422291993720561,0.013050283868198656,28,SAA,degradation,2024-01
OWSM 3.1 1B,Italian,0.20635007264264227,0.023411568672126907,27,SAA,degradation,2024-01
OWSM 3.1 1B,Korean,0.28569605356935673,0.04544665202428661,26,SAA,degradation,2024-01
OWSM 3.1 1B,Mandarin,0.2205160910518053,0.02246863257953771,28,SAA,degradation,2024-01
OWSM 3.1 1B,Portuguese,0.19479171301033643,0.01653362573879011,39,SAA,degradation,2024-01
OWSM 3.1 1B,Russian,0.24037158287632665,0.028798279604801705,31,SAA,degradation,2024-01
OWSM 3.1 1B,Spanish,0.2322700546142883,0.021798406859387744,72,SAA,degradation,2024-01
OWSM 3.1 1B,Turkish,0.26241762730733315,0.04241743436914973,24,SAA,degradation,2024-01
OWSM 4.0 1B,Arabic,0.20545774078862308,0.0176071845851262,60,SAA,degradation,2025-05
OWSM 4.0 1B,Dutch,0.12277603349031917,0.009655975825497343,42,SAA,degradation,2025-05
OWSM 4.0 1B,English,0.13698351150243795,0.005646016788300706,181,SAA,degradation,2025-05
OWSM 4.0 1B,French,0.17240896358543414,0.01995545340379257,45,SAA,degradation,2025-05
OWSM 4.0 1B,German,0.1507064364207221,0.01798594251516587,28,SAA,degradation,2025-05
OWSM 4.0 1B,Italian,0.17639228055894718,0.021282153892292613,27,SAA,degradation,2025-05
OWSM 4.0 1B,Korean,0.20722669011547312,0.02814391009733316,26,SAA,degradation,2025-05
OWSM 4.0 1B,Mandarin,0.20152243589743588,0.027861674843840813,28,SAA,degradation,2025-05
OWSM 4.0 1B,Portuguese,0.182112084946093,0.017978380710978646,39,SAA,degradation,2025-05
OWSM 4.0 1B,Russian,0.20812741970237222,0.017944116048428806,31,SAA,degradation,2025-05
OWSM 4.0 1B,Spanish,0.21109673392148878,0.01943687401138088,72,SAA,degradation,2025-05
OWSM 4.0 1B,Turkish,0.22085308482367302,0.04015544568703584,24,SAA,degradation,2025-05
Omnilingual 7B,Arabic,0.21499092955206256,0.024862251542194208,60,SAA,degradation,2025-11
Omnilingual 7B,Dutch,0.13226059654631078,0.009788104717200817,42,SAA,degradation,2025-11
Omnilingual 7B,English,0.1339708636043497,0.004423795136279781,181,SAA,degradation,2025-11
Omnilingual 7B,French,0.16811983767866118,0.018181462839651403,45,SAA,degradation,2025-11
Omnilingual 7B,German,0.13736263736263732,0.014757924393220693,28,SAA,degradation,2025-11
Omnilingual 7B,Italian,0.20341727559219813,0.031389413135647,27,SAA,degradation,2025-11
Omnilingual 7B,Korean,0.2632647141696915,0.04512636738337336,26,SAA,degradation,2025-11
Omnilingual 7B,Mandarin,0.23731848508634218,0.02961047686103951,28,SAA,degradation,2025-11
Omnilingual 7B,Portuguese,0.16123889605670977,0.012643257641258912,39,SAA,degradation,2025-11
Omnilingual 7B,Russian,0.1873136351314719,0.01755526113125783,31,SAA,degradation,2025-11
Omnilingual 7B,Spanish,0.2163887466067548,0.021666150375173256,72,SAA,degradation,2025-11
Omnilingual 7B,Turkish,0.28197160274366156,0.04671612185712526,24,SAA,degradation,2025-11
Qwen2 Audio 7B,Arabic,0.2501610052840952,0.020249545839123584,60,SAA,degradation,2024-08
Qwen2 Audio 7B,Dutch,0.17791732077446357,0.009709985736297956,42,SAA,degradation,2024-08
Qwen2 Audio 7B,English,0.16088896545339076,0.003480416538452832,181,SAA,degradation,2024-08
Qwen2 Audio 7B,French,0.1765574499030381,0.009381270250316357,44,SAA,degradation,2024-08
Qwen2 Audio 7B,German,0.1919152276295133,0.02130250112967125,28,SAA,degradation,2024-08
Qwen2 Audio 7B,Italian,0.2556940680005695,0.03479116874215738,27,SAA,degradation,2024-08
Qwen2 Audio 7B,Korean,0.27851093099961877,0.03903721742760828,26,SAA,degradation,2024-08
Qwen2 Audio 7B,Mandarin,0.22428538723181576,0.018025709657439663,28,SAA,degradation,2024-08
Qwen2 Audio 7B,Portuguese,0.21553884711779445,0.01534365111795175,39,SAA,degradation,2024-08
Qwen2 Audio 7B,Russian,0.22726609254123478,0.016825085799055187,31,SAA,degradation,2024-08
Qwen2 Audio 7B,Spanish,0.24138000004320212,0.018788153238117146,70,SAA,degradation,2024-08
Qwen2 Audio 7B,Turkish,0.29106177727501253,0.04066184135775975,24,SAA,degradation,2024-08
Qwen3 ASR 1.7B,Arabic,0.1493133474712422,0.013774938376767604,60,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Dutch,0.07326007326007324,0.008772256461767535,42,SAA,degradation,2025-06
Qwen3 ASR 1.7B,English,0.0686961313853536,0.002954417389311009,181,SAA,degradation,2025-06
Qwen3 ASR 1.7B,French,0.10248243042360687,0.010147164107949956,45,SAA,degradation,2025-06
Qwen3 ASR 1.7B,German,0.08928571428571426,0.013863948103082878,28,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Italian,0.11573464168493405,0.017437200817932604,27,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Korean,0.1480808050407955,0.022562307481412237,26,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Mandarin,0.13412480376766087,0.017597524852313813,28,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Portuguese,0.09826341000430065,0.010530511451608604,39,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Russian,0.14325606925227416,0.016931808676858784,31,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Spanish,0.1379131799668435,0.011933964838486702,72,SAA,degradation,2025-06
Qwen3 ASR 1.7B,Turkish,0.10478390073978305,0.014516251803756453,24,SAA,degradation,2025-06
SeamlessM4T,Arabic,0.2046415852665852,0.010992652836212312,60,SAA,degradation,2023-12
SeamlessM4T,Dutch,0.1555032269317983,0.005578877364357854,42,SAA,degradation,2023-12
SeamlessM4T,English,0.15484893788265144,0.003379931815816144,181,SAA,degradation,2023-12
SeamlessM4T,French,0.18576097105508865,0.01685304900283128,45,SAA,degradation,2023-12
SeamlessM4T,German,0.14697802197802193,0.004216670623567613,28,SAA,degradation,2023-12
SeamlessM4T,Italian,0.20222832722832718,0.02486363444751553,27,SAA,degradation,2023-12
SeamlessM4T,Korean,0.21206028035630317,0.01780252004331395,26,SAA,degradation,2023-12
SeamlessM4T,Mandarin,0.19512853218210355,0.018840321915723334,28,SAA,degradation,2023-12
SeamlessM4T,Portuguese,0.18124453144696054,0.012016139426705387,39,SAA,degradation,2023-12
SeamlessM4T,Russian,0.21213100624865328,0.02595117081735155,31,SAA,degradation,2023-12
SeamlessM4T,Spanish,0.21716832210092007,0.017654308117475467,72,SAA,degradation,2023-12
SeamlessM4T,Turkish,0.24885980033038854,0.039379097376647264,24,SAA,degradation,2023-12
WavLM Libri-100h,Arabic,0.5378042681164872,0.030275907116552387,60,SAA,degradation,2021-12
WavLM Libri-100h,Dutch,0.37938252223966507,0.02331192881429113,42,SAA,degradation,2021-12
WavLM Libri-100h,English,0.33289886476731145,0.010918384294692496,181,SAA,degradation,2021-12
WavLM Libri-100h,French,0.4811030309559721,0.02466252512954615,45,SAA,degradation,2021-12
WavLM Libri-100h,German,0.3997252747252747,0.038926595616927545,28,SAA,degradation,2021-12
WavLM Libri-100h,Italian,0.5126498530136301,0.031079714988080393,27,SAA,degradation,2021-12
WavLM Libri-100h,Korean,0.7009000049724031,0.050215435969599834,26,SAA,degradation,2021-12
WavLM Libri-100h,Mandarin,0.5199094060701203,0.02421199707274996,28,SAA,degradation,2021-12
WavLM Libri-100h,Portuguese,0.527524432382732,0.029833847735266282,39,SAA,degradation,2021-12
WavLM Libri-100h,Russian,0.5959713910378046,0.03584130958181825,31,SAA,degradation,2021-12
WavLM Libri-100h,Spanish,0.587986825409426,0.02701141928085701,72,SAA,degradation,2021-12
WavLM Libri-100h,Turkish,0.6660219376212023,0.04721067502244143,24,SAA,degradation,2021-12
Whisper Large v1,Arabic,1.6688456370170142,0.46149586742962373,54,SAA,degradation,2022-09
Whisper Large v1,Dutch,0.9918890633176347,0.369606537970927,42,SAA,degradation,2022-09
Whisper Large v1,English,1.3668435937401022,0.2165780735366617,173,SAA,degradation,2022-09
Whisper Large v1,French,2.5081468633965214,0.5881115953912136,43,SAA,degradation,2022-09
Whisper Large v1,German,2.401912901912902,0.8376908492977454,27,SAA,degradation,2022-09
Whisper Large v1,Italian,1.7718781844721694,0.6702264140646924,21,SAA,degradation,2022-09
Whisper Large v1,Korean,1.8028280542986426,0.6545550918714146,24,SAA,degradation,2022-09
Whisper Large v1,Mandarin,1.9432997557997556,0.7344912655517036,27,SAA,degradation,2022-09
Whisper Large v1,Portuguese,1.9114626483047537,0.531172007801585,37,SAA,degradation,2022-09
Whisper Large v1,Russian,1.853379813463847,0.6098490943687062,28,SAA,degradation,2022-09
Whisper Large v1,Spanish,1.8388768991138087,0.3872453855968388,69,SAA,degradation,2022-09
Whisper Large v1,Turkish,3.6589523629964806,0.9820053760219212,24,SAA,degradation,2022-09
Whisper Large v2,Arabic,0.23097625287472232,0.024192851054600378,60,SAA,degradation,2022-12
Whisper Large v2,Dutch,0.1759549973835688,0.019167065382421807,42,SAA,degradation,2022-12
Whisper Large v2,English,0.1678289274493283,0.005342991224635813,181,SAA,degradation,2022-12
Whisper Large v2,French,0.19124937154348914,0.01252754472212767,45,SAA,degradation,2022-12
Whisper Large v2,German,0.1658163265306122,0.01693297147299196,28,SAA,degradation,2022-12
Whisper Large v2,Italian,0.24867063334555592,0.02994482689161525,27,SAA,degradation,2022-12
Whisper Large v2,Korean,0.24830079724197368,0.047574069025366206,25,SAA,degradation,2022-12
Whisper Large v2,Mandarin,0.19754873103087386,0.02076574082786884,28,SAA,degradation,2022-12
Whisper Large v2,Portuguese,0.1958965460989752,0.013847724292768884,39,SAA,degradation,2022-12
Whisper Large v2,Russian,0.20027316137373058,0.01920069017835671,31,SAA,degradation,2022-12
Whisper Large v2,Spanish,0.255607628979017,0.022659064670637514,72,SAA,degradation,2022-12
Whisper Large v2,Turkish,0.3342266393736981,0.047288396908834414,24,SAA,degradation,2022-12
Whisper Large v3,Arabic,0.2222823003833315,0.025862297237584174,60,SAA,degradation,2023-11
Whisper Large v3,Dutch,0.15083725798011507,0.016898622911611417,42,SAA,degradation,2023-11
Whisper Large v3,English,0.12327008945703671,0.006124364497118525,181,SAA,degradation,2023-11
Whisper Large v3,French,0.1792988220929397,0.016807206209262977,45,SAA,degradation,2023-11
Whisper Large v3,German,0.12892464678178958,0.014097755570251044,28,SAA,degradation,2023-11
Whisper Large v3,Italian,0.19817045126642643,0.02251460960855306,27,SAA,degradation,2023-11
Whisper Large v3,Korean,0.239813203387864,0.04255259281800203,26,SAA,degradation,2023-11
Whisper Large v3,Mandarin,0.1937957875457875,0.023350895723658525,28,SAA,degradation,2023-11
Whisper Large v3,Portuguese,0.18659815218519668,0.017473330345662366,39,SAA,degradation,2023-11
Whisper Large v3,Russian,0.2046833621786183,0.020142341097201342,31,SAA,degradation,2023-11
Whisper Large v3,Spanish,0.20789140555007424,0.020059231031677657,72,SAA,degradation,2023-11
Whisper Large v3,Turkish,0.28008286647992525,0.051764067063698606,24,SAA,degradation,2023-11
Canary Qwen 2.5B,Arabic,0.2154471076941477,0.01579686994821068,58,SAA,trend,2025-07
Canary Qwen 2.5B,Dutch,0.1484824699110413,0.011427739489817602,42,SAA,trend,2025-07
Canary Qwen 2.5B,English,0.1351197684134755,0.0035788997371841297,181,SAA,trend,2025-07
Canary Qwen 2.5B,French,0.15257810816634343,0.008530721228223155,45,SAA,trend,2025-07
Canary Qwen 2.5B,German,0.13127943485086338,0.008202122290619658,28,SAA,trend,2025-07
Canary Qwen 2.5B,Italian,0.18737596253076122,0.01794830522432215,27,SAA,trend,2025-07
Canary Qwen 2.5B,Korean,0.21593323720020546,0.034441415853748644,26,SAA,trend,2025-07
Canary Qwen 2.5B,Mandarin,0.18339547357404493,0.01667590870366114,28,SAA,trend,2025-07
Canary Qwen 2.5B,Portuguese,0.1616837952870341,0.012879175298679161,39,SAA,trend,2025-07
Canary Qwen 2.5B,Russian,0.18045332276831325,0.012353660238081505,31,SAA,trend,2025-07
Canary Qwen 2.5B,Spanish,0.19482102253381628,0.010577549961908564,71,SAA,trend,2025-07
Canary Qwen 2.5B,Turkish,0.26296977124183,0.0406292470305188,24,SAA,trend,2025-07
Deepspeech,Arabic,0.4802002300105825,0.027525260746567387,59,SAA,trend,2021-10
Deepspeech,Dutch,0.3426216640502354,0.02636457195986948,42,SAA,trend,2021-10
Deepspeech,English,0.2944221324500304,0.010623677441571359,181,SAA,trend,2021-10
Deepspeech,French,0.4445317101199454,0.029074328169943896,45,SAA,trend,2021-10
Deepspeech,German,0.3702904238618524,0.03912481508975119,28,SAA,trend,2021-10
Deepspeech,Italian,0.49712587464135455,0.03548613512575055,27,SAA,trend,2021-10
Deepspeech,Korean,0.6349019607843137,0.04738988210832823,25,SAA,trend,2021-10
Deepspeech,Mandarin,0.5407836211407641,0.032893910917581905,28,SAA,trend,2021-10
Deepspeech,Portuguese,0.4644673814714301,0.0286673876159864,39,SAA,trend,2021-10
Deepspeech,Russian,0.5096127781137268,0.03388060264250981,31,SAA,trend,2021-10
Deepspeech,Spanish,0.49391218111239477,0.021277503151802275,71,SAA,trend,2021-10
Deepspeech,Turkish,0.579903951547174,0.0455072688014201,23,SAA,trend,2021-10
Google Chirp 3,Arabic,0.22556012811229753,0.015242559554017264,59,SAA,trend,2025-10
Google Chirp 3,Dutch,0.15986394557823122,0.007309579233590564,42,SAA,trend,2025-10
Google Chirp 3,English,0.15692044520106707,0.0036745886541543053,181,SAA,trend,2025-10
Google Chirp 3,French,0.17921191553544488,0.010782999126208923,45,SAA,trend,2025-10
Google Chirp 3,German,0.16542386185243324,0.009610043476455407,28,SAA,trend,2025-10
Google Chirp 3,Italian,0.22058130494662997,0.026197670326695136,27,SAA,trend,2025-10
Google Chirp 3,Korean,0.2441889181708186,0.03552278674313086,26,SAA,trend,2025-10
Google Chirp 3,Mandarin,0.20223377812663523,0.01906291987437241,28,SAA,trend,2025-10
Google Chirp 3,Portuguese,0.18434399608488672,0.012780306346412603,39,SAA,trend,2025-10
Google Chirp 3,Russian,0.21468190253768996,0.01570609319267855,31,SAA,trend,2025-10
Google Chirp 3,Spanish,0.21272027324168338,0.010626696141151894,71,SAA,trend,2025-10
Google Chirp 3,Turkish,0.2490719044027867,0.037789202201649316,24,SAA,trend,2025-10
MMS 1B All,Arabic,0.27038464550315666,0.01460799798747593,59,SAA,trend,2023-05
MMS 1B All,Dutch,0.17961800104657244,0.01222670865231677,42,SAA,trend,2023-05
MMS 1B All,English,0.18222956863421766,0.007272597394046293,181,SAA,trend,2023-05
MMS 1B All,French,0.2600456079867844,0.021652703865805215,45,SAA,trend,2023-05
MMS 1B All,German,0.1766091051805337,0.020710888790097536,28,SAA,trend,2023-05
MMS 1B All,Italian,0.3215199260090901,0.026630718728194055,27,SAA,trend,2023-05
MMS 1B All,Korean,0.38932902391725915,0.03954471057157583,25,SAA,trend,2023-05
MMS 1B All,Mandarin,0.38611983254840393,0.0324691669698219,28,SAA,trend,2023-05
MMS 1B All,Portuguese,0.2837715590752028,0.0221633036286846,39,SAA,trend,2023-05
MMS 1B All,Russian,0.3008945513689346,0.030058705826249296,31,SAA,trend,2023-05
MMS 1B All,Spanish,0.31289652724103073,0.015607453803809384,71,SAA,trend,2023-05
MMS 1B All,Turkish,0.3588601828691343,0.03519317592412682,23,SAA,trend,2023-05
OWSM 1.0 272M,Arabic,0.26960004728387077,0.019001184528656706,60,SAA,trend,2023-09
OWSM 1.0 272M,Dutch,0.19736612593755445,0.013501769882122967,42,SAA,trend,2023-09
OWSM 1.0 272M,English,0.1937558495039294,0.006786809756116253,181,SAA,trend,2023-09
OWSM 1.0 272M,French,0.26195324283559573,0.022364777827277336,45,SAA,trend,2023-09
OWSM 1.0 272M,German,0.2246860282574568,0.02116598903650531,28,SAA,trend,2023-09
OWSM 1.0 272M,Italian,0.2807737529959752,0.029085053738775617,27,SAA,trend,2023-09
OWSM 1.0 272M,Korean,0.3495509571003736,0.03550619124080151,26,SAA,trend,2023-09
OWSM 1.0 272M,Mandarin,0.32885269492412345,0.029524720115081143,28,SAA,trend,2023-09
OWSM 1.0 272M,Portuguese,0.31116252168883746,0.02734175146150319,39,SAA,trend,2023-09
OWSM 1.0 272M,Russian,0.2838503474177098,0.01978397474882485,31,SAA,trend,2023-09
OWSM 1.0 272M,Spanish,0.3390951541324366,0.020791255259597644,71,SAA,trend,2023-09
OWSM 1.0 272M,Turkish,0.32332291891115417,0.0426325866615031,24,SAA,trend,2023-09
OWSM 2.0 739M,Arabic,0.21921200531494645,0.016458620037885473,60,SAA,trend,2023-10
OWSM 2.0 739M,Dutch,0.15746555032269313,0.008891905370068988,42,SAA,trend,2023-10
OWSM 2.0 739M,English,0.15838833352474455,0.005944874916808618,181,SAA,trend,2023-10
OWSM 2.0 739M,French,0.20376325743972798,0.015959420879669062,45,SAA,trend,2023-10
OWSM 2.0 739M,German,0.162480376766091,0.012290730179628687,28,SAA,trend,2023-10
OWSM 2.0 739M,Italian,0.2158176185953963,0.03053004856834393,27,SAA,trend,2023-10
OWSM 2.0 739M,Korean,0.2552837235797464,0.030686350855056412,26,SAA,trend,2023-10
OWSM 2.0 739M,Mandarin,0.2433199241234955,0.02481110373264364,28,SAA,trend,2023-10
OWSM 2.0 739M,Portuguese,0.23812489804392634,0.01836167780218963,39,SAA,trend,2023-10
OWSM 2.0 739M,Russian,0.22423559994717485,0.014025521841272409,31,SAA,trend,2023-10
OWSM 2.0 739M,Spanish,0.22635353346828074,0.014885953204650451,71,SAA,trend,2023-10
OWSM 2.0 739M,Turkish,0.2874739639445521,0.04120604577124554,24,SAA,trend,2023-10
OWSM 3.1 1B,Arabic,0.2247234547727593,0.019620059097749325,59,SAA,trend,2024-01
OWSM 3.1 1B,Dutch,0.14913657770800623,0.02282294676293761,42,SAA,trend,2024-01
OWSM 3.1 1B,English,0.13796033153682433,0.006373290000266309,181,SAA,trend,2024-01
OWSM 3.1 1B,French,0.1583053221288515,0.015371661624825285,45,SAA,trend,2024-01
OWSM 3.1 1B,German,0.13422291993720561,0.013050283868198656,28,SAA,trend,2024-01
OWSM 3.1 1B,Italian,0.20635007264264227,0.023411568672126907,27,SAA,trend,2024-01
OWSM 3.1 1B,Korean,0.25140960999784523,0.031048206572795823,25,SAA,trend,2024-01
OWSM 3.1 1B,Mandarin,0.2205160910518053,0.02246863257953771,28,SAA,trend,2024-01
OWSM 3.1 1B,Portuguese,0.19479171301033643,0.01653362573879011,39,SAA,trend,2024-01
OWSM 3.1 1B,Russian,0.24037158287632665,0.028798279604801705,31,SAA,trend,2024-01
OWSM 3.1 1B,Spanish,0.21542073948813142,0.014026261460893431,71,SAA,trend,2024-01
OWSM 3.1 1B,Turkish,0.26241762730733315,0.04241743436914973,24,SAA,trend,2024-01
OWSM 4.0 1B,Arabic,0.20545774078862308,0.0176071845851262,60,SAA,trend,2025-05
OWSM 4.0 1B,Dutch,0.12277603349031917,0.009655975825497343,42,SAA,trend,2025-05
OWSM 4.0 1B,English,0.13698351150243795,0.005646016788300706,181,SAA,trend,2025-05
OWSM 4.0 1B,French,0.17240896358543414,0.01995545340379257,45,SAA,trend,2025-05
OWSM 4.0 1B,German,0.1507064364207221,0.01798594251516587,28,SAA,trend,2025-05
OWSM 4.0 1B,Italian,0.17639228055894718,0.021282153892292613,27,SAA,trend,2025-05
OWSM 4.0 1B,Korean,0.20722669011547312,0.02814391009733316,26,SAA,trend,2025-05
OWSM 4.0 1B,Mandarin,0.20152243589743588,0.027861674843840813,28,SAA,trend,2025-05
OWSM 4.0 1B,Portuguese,0.182112084946093,0.017978380710978646,39,SAA,trend,2025-05
OWSM 4.0 1B,Russian,0.20812741970237222,0.017944116048428806,31,SAA,trend,2025-05
OWSM 4.0 1B,Spanish,0.19797334788014156,0.014541052393812854,71,SAA,trend,2025-05
OWSM 4.0 1B,Turkish,0.22085308482367302,0.04015544568703584,24,SAA,trend,2025-05
Omnilingual 7B,Arabic,0.19442176855173432,0.01420446144665704,59,SAA,trend,2025-11
Omnilingual 7B,Dutch,0.13226059654631078,0.009788104717200817,42,SAA,trend,2025-11
Omnilingual 7B,English,0.1339708636043497,0.004423795136279781,181,SAA,trend,2025-11
Omnilingual 7B,French,0.16811983767866118,0.018181462839651403,45,SAA,trend,2025-11
Omnilingual 7B,German,0.13736263736263732,0.014757924393220693,28,SAA,trend,2025-11
Omnilingual 7B,Italian,0.20341727559219813,0.031389413135647,27,SAA,trend,2025-11
Omnilingual 7B,Korean,0.22808101702219347,0.02941152601061949,25,SAA,trend,2025-11
Omnilingual 7B,Mandarin,0.23731848508634218,0.02961047686103951,28,SAA,trend,2025-11
Omnilingual 7B,Portuguese,0.16123889605670977,0.012643257641258912,39,SAA,trend,2025-11
Omnilingual 7B,Russian,0.1873136351314719,0.01755526113125783,31,SAA,trend,2025-11
Omnilingual 7B,Spanish,0.1993157510861256,0.01352844226821934,71,SAA,trend,2025-11
Omnilingual 7B,Turkish,0.24454179665177103,0.029196618558131094,23,SAA,trend,2025-11
Qwen2 Audio 7B,Arabic,0.23503056227438254,0.01368791819467348,59,SAA,trend,2024-08
Qwen2 Audio 7B,Dutch,0.17791732077446357,0.009709985736297956,42,SAA,trend,2024-08
Qwen2 Audio 7B,English,0.16088896545339076,0.003480416538452832,181,SAA,trend,2024-08
Qwen2 Audio 7B,French,0.1765574499030381,0.009381270250316357,44,SAA,trend,2024-08
Qwen2 Audio 7B,German,0.1919152276295133,0.02130250112967125,28,SAA,trend,2024-08
Qwen2 Audio 7B,Italian,0.2556940680005695,0.03479116874215738,27,SAA,trend,2024-08
Qwen2 Audio 7B,Korean,0.27851093099961877,0.03903721742760828,26,SAA,trend,2024-08
Qwen2 Audio 7B,Mandarin,0.22428538723181576,0.018025709657439663,28,SAA,trend,2024-08
Qwen2 Audio 7B,Portuguese,0.21553884711779445,0.01534365111795175,39,SAA,trend,2024-08
Qwen2 Audio 7B,Russian,0.22726609254123478,0.016825085799055187,31,SAA,trend,2024-08
Qwen2 Audio 7B,Spanish,0.22624472054072264,0.011294364259414926,69,SAA,trend,2024-08
Qwen2 Audio 7B,Turkish,0.29106177727501253,0.04066184135775975,24,SAA,trend,2024-08
Qwen3 ASR 1.7B,Arabic,0.1493133474712422,0.013774938376767604,60,SAA,trend,2025-06
Qwen3 ASR 1.7B,Dutch,0.07326007326007324,0.008772256461767535,42,SAA,trend,2025-06
Qwen3 ASR 1.7B,English,0.0686961313853536,0.002954417389311009,181,SAA,trend,2025-06
Qwen3 ASR 1.7B,French,0.10248243042360687,0.010147164107949956,45,SAA,trend,2025-06
Qwen3 ASR 1.7B,German,0.08928571428571426,0.013863948103082878,28,SAA,trend,2025-06
Qwen3 ASR 1.7B,Italian,0.11573464168493405,0.017437200817932604,27,SAA,trend,2025-06
Qwen3 ASR 1.7B,Korean,0.1480808050407955,0.022562307481412237,26,SAA,trend,2025-06
Qwen3 ASR 1.7B,Mandarin,0.13412480376766087,0.017597524852313813,28,SAA,trend,2025-06
Qwen3 ASR 1.7B,Portuguese,0.09826341000430065,0.010530511451608604,39,SAA,trend,2025-06
Qwen3 ASR 1.7B,Russian,0.14325606925227416,0.016931808676858784,31,SAA,trend,2025-06
Qwen3 ASR 1.7B,Spanish,0.1379131799668435,0.011933964838486702,72,SAA,trend,2025-06
Qwen3 ASR 1.7B,Turkish,0.10478390073978305,0.014516251803756453,24,SAA,trend,2025-06
SeamlessM4T,Arabic,0.2046415852665852,0.010992652836212312,60,SAA,trend,2023-12
SeamlessM4T,Dutch,0.1555032269317983,0.005578877364357854,42,SAA,trend,2023-12
SeamlessM4T,English,0.15484893788265144,0.003379931815816144,181,SAA,trend,2023-12
SeamlessM4T,French,0.18576097105508865,0.01685304900283128,45,SAA,trend,2023-12
SeamlessM4T,German,0.14697802197802193,0.004216670623567613,28,SAA,trend,2023-12
SeamlessM4T,Italian,0.20222832722832718,0.02486363444751553,27,SAA,trend,2023-12
SeamlessM4T,Korean,0.21206028035630317,0.01780252004331395,26,SAA,trend,2023-12
SeamlessM4T,Mandarin,0.19512853218210355,0.018840321915723334,28,SAA,trend,2023-12
SeamlessM4T,Portuguese,0.18124453144696054,0.012016139426705387,39,SAA,trend,2023-12
SeamlessM4T,Russian,0.21213100624865328,0.02595117081735155,31,SAA,trend,2023-12
SeamlessM4T,Spanish,0.20413045138604372,0.012072148351641533,71,SAA,trend,2023-12
SeamlessM4T,Turkish,0.24885980033038854,0.039379097376647264,24,SAA,trend,2023-12
WavLM Libri-100h,Arabic,0.5251278271402534,0.027964356548011434,59,SAA,trend,2021-12
WavLM Libri-100h,Dutch,0.37938252223966507,0.02331192881429113,42,SAA,trend,2021-12
WavLM Libri-100h,English,0.33289886476731145,0.010918384294692496,181,SAA,trend,2021-12
WavLM Libri-100h,French,0.4811030309559721,0.02466252512954615,45,SAA,trend,2021-12
WavLM Libri-100h,German,0.3997252747252747,0.038926595616927545,28,SAA,trend,2021-12
WavLM Libri-100h,Italian,0.5126498530136301,0.031079714988080393,27,SAA,trend,2021-12
WavLM Libri-100h,Korean,0.6717931480284421,0.042590053171671825,25,SAA,trend,2021-12
WavLM Libri-100h,Mandarin,0.5199094060701203,0.02421199707274996,28,SAA,trend,2021-12
WavLM Libri-100h,Portuguese,0.527524432382732,0.029833847735266282,39,SAA,trend,2021-12
WavLM Libri-100h,Russian,0.5959713910378046,0.03584130958181825,31,SAA,trend,2021-12
WavLM Libri-100h,Spanish,0.5721234607773656,0.022172657311070425,71,SAA,trend,2021-12
WavLM Libri-100h,Turkish,0.6390787920519378,0.04049127505895109,23,SAA,trend,2021-12
Whisper Large v1,Arabic,0.5092489985354842,0.03835062652911288,43,SAA,trend,2022-09
Whisper Large v1,Dutch,0.5390399074609601,0.044405010540022105,38,SAA,trend,2022-09
Whisper Large v1,English,0.54792601730083,0.022291790820102932,155,SAA,trend,2022-09
Whisper Large v1,French,0.6914751477514082,0.043359058106617186,28,SAA,trend,2022-09
Whisper Large v1,German,0.5829670329670329,0.052120730900655984,20,SAA,trend,2022-09
Whisper Large v1,Italian,0.7405111336032388,0.05101939614947226,16,SAA,trend,2022-09
Whisper Large v1,Korean,0.6378272462831287,0.06895631076129105,16,SAA,trend,2022-09
Whisper Large v1,Mandarin,0.645673076923077,0.047770284926406476,20,SAA,trend,2022-09
Whisper Large v1,Portuguese,0.6538048417747666,0.043002573436518414,28,SAA,trend,2022-09
Whisper Large v1,Russian,0.6668713639301875,0.04844612036872962,20,SAA,trend,2022-09
Whisper Large v1,Spanish,0.6938993304143137,0.03249701092472771,53,SAA,trend,2022-09
Whisper Large v1,Turkish,0.6587301587301587,0.07459208285101097,15,SAA,trend,2022-09
Whisper Large v2,Arabic,0.210678029557829,0.013388473129998671,59,SAA,trend,2022-12
Whisper Large v2,Dutch,0.1759549973835688,0.019167065382421807,42,SAA,trend,2022-12
Whisper Large v2,English,0.1678289274493283,0.005342991224635813,181,SAA,trend,2022-12
Whisper Large v2,French,0.19124937154348914,0.01252754472212767,45,SAA,trend,2022-12
Whisper Large v2,German,0.1658163265306122,0.01693297147299196,28,SAA,trend,2022-12
Whisper Large v2,Italian,0.24867063334555592,0.02994482689161525,27,SAA,trend,2022-12
Whisper Large v2,Korean,0.21102761617467494,0.030822105575781873,24,SAA,trend,2022-12
Whisper Large v2,Mandarin,0.19754873103087386,0.02076574082786884,28,SAA,trend,2022-12
Whisper Large v2,Portuguese,0.1958965460989752,0.013847724292768884,39,SAA,trend,2022-12
